,loss,acc,val_loss,val_acc
47,0.6850045323371887,0.6507936716079712,0.683020830154419,0.75
48,0.6841339468955994,0.6190476417541504,0.6824032068252563,0.71875
49,0.6811301112174988,0.6269841194152832,0.6814843416213989,0.75
50,0.6817018389701843,0.658730149269104,0.6802878975868225,0.75
51,0.6834852695465088,0.7063491940498352,0.6794328093528748,0.75
52,0.6812077760696411,0.658730149269104,0.6790753602981567,0.71875
53,0.6821755170822144,0.682539701461792,0.6775842905044556,0.75
54,0.6795125603675842,0.6428571343421936,0.6764735579490662,0.71875
55,0.678824245929718,0.658730149269104,0.6755915880203247,0.75
56,0.676782488822937,0.7301587462425232,0.6745427846908569,0.71875
57,0.6847422122955322,0.5873016119003296,0.6736701726913452,0.71875
58,0.675762414932251,0.6666666865348816,0.6724492311477661,0.71875
59,0.6765471696853638,0.658730149269104,0.6709011197090149,0.75
60,0.6726857423782349,0.6746031641960144,0.6693377494812012,0.71875
61,0.6746214032173157,0.6507936716079712,0.6678335666656494,0.75
62,0.6686547994613647,0.6984127163887024,0.6659773588180542,0.75
63,0.6737307906150818,0.6904761791229248,0.6645724177360535,0.75
64,0.6655295491218567,0.7142857313156128,0.6623915433883667,0.75
65,0.6668641567230225,0.682539701461792,0.6603789329528809,0.75
66,0.6692465543746948,0.6904761791229248,0.6589386463165283,0.75
67,0.6668147444725037,0.658730149269104,0.6585130095481873,0.71875
68,0.6647658348083496,0.7301587462425232,0.6540337204933167,0.75
69,0.6633255481719971,0.7222222089767456,0.6542701721191406,0.71875
70,0.670583188533783,0.682539701461792,0.6506748199462891,0.71875
71,0.6597056984901428,0.6904761791229248,0.6488505601882935,0.71875
72,0.6563747525215149,0.682539701461792,0.6458994150161743,0.71875
73,0.6601839065551758,0.6666666865348816,0.6444370150566101,0.71875
74,0.656256377696991,0.7142857313156128,0.6407089233398438,0.71875
75,0.6540045738220215,0.6984127163887024,0.6374725103378296,0.75
76,0.6519973874092102,0.658730149269104,0.6376947164535522,0.71875
77,0.6388608813285828,0.7222222089767456,0.6317076086997986,0.75
78,0.643355667591095,0.7063491940498352,0.629570722579956,0.71875
79,0.6506237983703613,0.6746031641960144,0.6265491247177124,0.6875
80,0.6370276212692261,0.738095223903656,0.6226459741592407,0.75
81,0.6272702813148499,0.761904776096344,0.619882345199585,0.71875
82,0.6304535269737244,0.7301587462425232,0.6164027452468872,0.71875
83,0.6437823176383972,0.6984127163887024,0.6144078969955444,0.71875
84,0.6252631545066833,0.7301587462425232,0.6122093200683594,0.6875
85,0.6269903779029846,0.7301587462425232,0.6076651811599731,0.71875
86,0.6302298307418823,0.6984127163887024,0.6046494245529175,0.75
87,0.6238571405410767,0.6904761791229248,0.6053615212440491,0.75
88,0.62809818983078,0.6507936716079712,0.59990394115448,0.71875
89,0.6177636981010437,0.7063491940498352,0.5962791442871094,0.75
90,0.6207390427589417,0.7142857313156128,0.5961284637451172,0.71875
91,0.6158623695373535,0.7063491940498352,0.5922712087631226,0.71875
92,0.6217591762542725,0.7460317611694336,0.5882182717323303,0.75
93,0.6294625401496887,0.7063491940498352,0.5895042419433594,0.71875
94,0.6188585162162781,0.6984127163887024,0.5886801481246948,0.71875
95,0.6143355965614319,0.6904761791229248,0.5869414806365967,0.75
96,0.6159001588821411,0.682539701461792,0.5821201801300049,0.71875
97,0.6355835795402527,0.6666666865348816,0.5878475308418274,0.75
98,0.5965858101844788,0.7222222089767456,0.5845420360565186,0.75
99,0.6056433916091919,0.738095223903656,0.575702428817749,0.71875
100,0.623257577419281,0.682539701461792,0.5837706327438354,0.75
101,0.5982762575149536,0.7063491940498352,0.5758916139602661,0.75
102,0.6031948328018188,0.7142857313156128,0.5707935690879822,0.71875
103,0.5888867974281311,0.7460317611694336,0.5752971172332764,0.75
104,0.6029007434844971,0.6984127163887024,0.56697016954422,0.71875
105,0.5864776968955994,0.7063491940498352,0.5688179731369019,0.75
106,0.5878149271011353,0.7222222089767456,0.5619887113571167,0.75
107,0.5892406702041626,0.7460317611694336,0.5643928050994873,0.71875
108,0.6116605401039124,0.7063491940498352,0.5691170692443848,0.75
109,0.5858420729637146,0.7777777910232544,0.5662062168121338,0.75
110,0.6081045269966125,0.7301587462425232,0.5770279169082642,0.71875
111,0.5907737612724304,0.738095223903656,0.5594983100891113,0.71875
112,0.5933079123497009,0.6984127163887024,0.567142128944397,0.75
113,0.571672797203064,0.7301587462425232,0.554627537727356,0.75
114,0.5730607509613037,0.7539682388305664,0.5556173920631409,0.71875
115,0.5771005749702454,0.761904776096344,0.5549147129058838,0.71875
116,0.5839176774024963,0.7222222089767456,0.5651710033416748,0.75
117,0.5779346823692322,0.738095223903656,0.5497283935546875,0.75
118,0.5604711174964905,0.7222222089767456,0.5639841556549072,0.75
119,0.5950161814689636,0.682539701461792,0.5553089380264282,0.71875
120,0.5820611119270325,0.7142857313156128,0.5642501711845398,0.75
121,0.5987598299980164,0.6904761791229248,0.5585784912109375,0.75
122,0.5739445686340332,0.7222222089767456,0.5506475567817688,0.75
123,0.5665622353553772,0.7301587462425232,0.5481038689613342,0.75
124,0.5733838677406311,0.738095223903656,0.5738517642021179,0.6875
125,0.540563702583313,0.7539682388305664,0.5424493551254272,0.78125
126,0.5887571573257446,0.7142857313156128,0.55884850025177,0.75
127,0.5739702582359314,0.7539682388305664,0.5539408326148987,0.75
128,0.5841488838195801,0.6984127163887024,0.5624718070030212,0.75
129,0.5499436259269714,0.738095223903656,0.5415418148040771,0.78125
