,loss,acc,val_loss,val_acc
0,0.693004846572876,0.5317460298538208,0.693548321723938,0.46875
1,0.6930801868438721,0.5634920597076416,0.6934215426445007,0.46875
2,0.6930132508277893,0.5476190447807312,0.6934781074523926,0.46875
3,0.6927223801612854,0.523809552192688,0.6934530735015869,0.46875
4,0.6928125023841858,0.5079365372657776,0.6933755278587341,0.46875
5,0.692683756351471,0.5873016119003296,0.6932662725448608,0.46875
6,0.6924395561218262,0.5873016119003296,0.6931913495063782,0.46875
7,0.6924518942832947,0.5317460298538208,0.6931592226028442,0.46875
8,0.6931052803993225,0.523809552192688,0.6930904388427734,0.46875
9,0.6927635073661804,0.5555555820465088,0.6930557489395142,0.46875
10,0.6920523643493652,0.5634920597076416,0.6928744316101074,0.46875
11,0.6928619742393494,0.460317462682724,0.6929726600646973,0.46875
12,0.6923264861106873,0.579365074634552,0.6929128766059875,0.46875
13,0.6927242875099182,0.5476190447807312,0.6928226351737976,0.46875
14,0.6920478940010071,0.5714285969734192,0.6927393674850464,0.46875
15,0.6921746730804443,0.5476190447807312,0.6929075717926025,0.46875
16,0.6923214793205261,0.5079365372657776,0.6929354071617126,0.46875
17,0.6925963163375854,0.5158730149269104,0.6927886605262756,0.46875
18,0.6919788718223572,0.5952380895614624,0.692540168762207,0.46875
19,0.6913309097290039,0.5714285969734192,0.6926212906837463,0.46875
20,0.6927560567855835,0.5555555820465088,0.6925162076950073,0.46875
21,0.6919560432434082,0.523809552192688,0.6924326419830322,0.46875
22,0.6923096179962158,0.5079365372657776,0.6923943161964417,0.46875
23,0.6908704042434692,0.5555555820465088,0.692022979259491,0.46875
24,0.6919595003128052,0.5634920597076416,0.691524863243103,0.5
25,0.6912915110588074,0.5555555820465088,0.6919524669647217,0.46875
26,0.6910866498947144,0.5555555820465088,0.6914149522781372,0.46875
27,0.6912153959274292,0.5634920597076416,0.6915093660354614,0.46875
28,0.6910925507545471,0.5396825671195984,0.6915414333343506,0.46875
29,0.6908975839614868,0.5555555820465088,0.6912683248519897,0.46875
30,0.691281795501709,0.5476190447807312,0.6910423040390015,0.46875
31,0.6913215517997742,0.5396825671195984,0.6908321976661682,0.46875
32,0.6902995705604553,0.6190476417541504,0.6900588274002075,0.625
33,0.6893022060394287,0.5873016119003296,0.6900073289871216,0.53125
34,0.6905285716056824,0.5476190447807312,0.6895204782485962,0.625
35,0.6900610327720642,0.5873016119003296,0.6892945766448975,0.59375
36,0.6898543238639832,0.579365074634552,0.6886019110679626,0.71875
37,0.6893720626831055,0.6428571343421936,0.6883018016815186,0.6875
38,0.6880213618278503,0.6428571343421936,0.6883993744850159,0.625
39,0.6886669397354126,0.5714285969734192,0.6879768967628479,0.625
40,0.6874871850013733,0.5873016119003296,0.6871411800384521,0.6875
41,0.6861373782157898,0.6190476417541504,0.6866601705551147,0.6875
42,0.6878085732460022,0.6349206566810608,0.6860519647598267,0.6875
43,0.6868144273757935,0.5873016119003296,0.6861847639083862,0.5625
44,0.684093713760376,0.6269841194152832,0.6847935914993286,0.75
45,0.688758909702301,0.6111111044883728,0.6842943429946899,0.71875
46,0.686886191368103,0.6269841194152832,0.6836587190628052,0.71875
